symbol,asOfDate,TotalRevenue,StockholdersEquity,TotalAssets,capitalAdequacyRatio,ROE
3058.T,2021-03-31,20885329000.0,3374013000.0,14762742000.0,0.2285492085413401,0.05551608722313755
3058.T,2022-03-31,18853784000.0,3078987000.0,13450162000.0,0.22891820931227447,-0.08940667823540664
3058.T,2023-03-31,17798433000.0,2604983000.0,12979179000.0,0.20070475952292513,-0.19069951704099414
3059.T,2020-03-31,15932164000.0,6593580000.0,16644765000.0,0.3961353614785189,0.049069701133526857
3059.T,2021-03-31,15962612000.0,7099028000.0,17114340000.0,0.4147999864441165,0.07894658254623027
3059.T,2022-03-31,15199317000.0,7419793000.0,16735415000.0,0.4433587694120522,0.06287884311597372
3063.T,2020-02-29,14210706000.0,2358686000.0,11499355000.0,0.20511463469038047,-0.07405648738322948
3063.T,2021-02-28,6700762000.0,138962000.0,10931549000.0,0.012712013640518832,-16.92836171039565
3063.T,2022-02-28,4703780000.0,865231000.0,10743551000.0,0.08053491811040875,-0.6964521613303268
3063.T,2023-02-28,8013477000.0,1136102000.0,9324656000.0,0.12183848926973821,-0.48386940609205864
3064.T,2019-12-31,131463000000.0,37095000000.0,59691000000.0,0.6214504699200885,0.2961045963067799
3064.T,2020-12-31,157337000000.0,46834000000.0,81263000000.0,0.5763262493385674,0.29403851902464023
3064.T,2021-12-31,189731000000.0,59383000000.0,95789000000.0,0.6199354831974444,0.29557280703231564
3064.T,2022-12-31,225970000000.0,72138000000.0,111737000000.0,0.6456053053151597,0.25864315617289085
3065.T,2020-02-29,13227348000.0,4093840000.0,7124863000.0,0.5745850832500218,0.0019128739765110507
3065.T,2021-02-28,9226387000.0,2367755000.0,6928932000.0,0.341720051517319,-0.7152298274103528
3065.T,2022-02-28,8715679000.0,2428991000.0,6774577000.0,0.35854504273846177,0.02498691843650306
3065.T,2023-02-28,9888281000.0,1981264000.0,6091452000.0,0.32525315803194377,-0.22597998045692044
3067.T,2019-09-30,4619795000.0,1902025000.0,2917244000.0,0.6519937996273195,0.052464084331173354
3067.T,2020-09-30,3975098000.0,1250130000.0,4026877000.0,0.31044653213892554,-0.49415980738003246
3067.T,2021-09-30,4518600000.0,1262433000.0,4248443000.0,0.2971519213038753,0.013782117546040067
3067.T,2022-09-30,6062192000.0,1426026000.0,4417606000.0,0.3228051573635132,0.08520461758761762
3068.T,2020-03-31,29876949000.0,1908328000.0,12886721000.0,0.14808483864902483,-0.32607078028515013
3068.T,2021-03-31,15815429000.0,3603563000.0,14325511000.0,0.25154865330807397,0.467660756867578
3068.T,2022-03-31,19182604000.0,4171558000.0,16977175000.0,0.24571567413306394,0.17399038920230764
3068.T,2023-03-31,26174187000.0,4702535000.0,21119817000.0,0.2226598364938484,0.20000425302523
3069.T,2020-03-31,80871361000.0,11872306000.0,57843836000.0,0.20524755654172036,0.14227615090109705
3069.T,2021-03-31,69621510000.0,9286600000.0,52258647000.0,0.17770456246217015,-0.2754617405724377
3069.T,2022-03-31,70374273000.0,6993021000.0,48452198000.0,0.14432825111463468,-0.26943419732330276
3069.T,2023-03-31,76713786000.0,4815177000.0,41394888000.0,0.11632298654848396,-0.4564702398271133
3070.T,2020-01-31,4803540000.0,392480000.0,2459697000.0,0.15956436910725183,-0.6482037301263759
3070.T,2021-01-31,2385328000.0,66053000.0,1372735000.0,0.048117808608362136,-11.907513663270404
3070.T,2022-01-31,1568356000.0,322418000.0,948967000.0,0.3397568092462646,-2.6725617056119697
3070.T,2023-01-31,1393523000.0,116543000.0,647243000.0,0.1800606572801869,-5.986374128004256
3071.T,2020-01-31,23409062000.0,1728998000.0,5404769000.0,0.3199022936965484,0.041094321682269154
3071.T,2021-01-31,28067466000.0,2299784000.0,6072924000.0,0.3786946782143165,0.24821504976119496
3071.T,2022-01-31,30315469000.0,2818385000.0,7641084000.0,0.36884622653016247,0.18404973060813196
3071.T,2023-01-31,30212629000.0,2966449000.0,6360539000.0,0.4663832734930169,0.07355123920889926
3073.T,2020-02-29,57369899000.0,7007425000.0,38579869000.0,0.1816342352017836,0.2058198268265447
3073.T,2021-02-28,23483176000.0,-976047000.0,31309087000.0,-0.03117455964142295,8.716321037818876
3073.T,2022-02-28,19353000000.0,4529000000.0,35736000000.0,0.12673494515334677,-0.07816294987856039
3073.T,2023-02-28,32235000000.0,5565000000.0,35248000000.0,0.1578812982296868,0.15723270440251572
3075.T,2020-05-31,18076831000.0,6521278000.0,8751997000.0,0.7451188568734656,-0.01433446020856648
3075.T,2021-05-31,17794593000.0,6906017000.0,12697625000.0,0.5438825764660714,0.05487446671503994
3075.T,2022-05-31,17033375000.0,7883469000.0,10977749000.0,0.7181316497580698,0.13408424641487143
3076.T,2020-06-30,43179000000.0,49473000000.0,60977000000.0,0.8113387014776063,0.09338427020799224
3076.T,2021-06-30,46219000000.0,53696000000.0,66635000000.0,0.8058227658137616,0.1091887663885578
3076.T,2022-06-30,47059000000.0,61255000000.0,75418000000.0,0.8122066350208174,0.1263243816831279
3077.T,2020-03-31,6148219000.0,1833048000.0,2887291000.0,0.6348677705156841,-0.3084943765793367
3077.T,2021-03-31,2767435000.0,777322000.0,2458892000.0,0.3161269384747276,-1.3571287059931405
3077.T,2022-03-31,2160716000.0,388922000.0,2655907000.0,0.14643660339010364,-1.0053943978484117
3077.T,2023-03-31,4053791000.0,112040000.0,2543412000.0,0.04405106211655839,-2.487406283470189
3079.T,2020-03-31,44653770000.0,7566548000.0,20367187000.0,0.3715067770527172,0.10467494556302293
3079.T,2021-03-31,41007008000.0,7922053000.0,20568375000.0,0.3851569703488973,0.07224983220889837
3079.T,2022-03-31,45496274000.0,8587718000.0,22210742000.0,0.3866470557354635,0.10049421743937097
3079.T,2023-03-31,47483757000.0,9311926000.0,23589982000.0,0.3947406996749722,0.1005360223008645
3080.T,2020-02-29,24368534000.0,4157753000.0,8440811000.0,0.4925774312444622,0.11850439408016782
3080.T,2021-02-28,26549119000.0,4847878000.0,9549135000.0,0.5076771875148901,0.16614073208938013
3080.T,2022-02-28,26275178000.0,5251371000.0,9742431000.0,0.5390205996840008,0.10855165251131561
3080.T,2023-02-28,27226474000.0,5684618000.0,10405496000.0,0.5463091812249988,0.10551263075196961
3082.T,2020-06-30,8048544000.0,1324789000.0,8335384000.0,0.15893556913514723,-0.45989210357271987
3082.T,2021-06-30,5615549000.0,795074000.0,8215312000.0,0.09677952584150182,-0.6848897083793458
3082.T,2022-06-30,6920721000.0,935290000.0,7381776000.0,0.12670257130533358,0.16174448566754696
3083.T,2020-02-29,3626331000.0,1299305000.0,1862813000.0,0.6974962060067221,-0.12689553261166547
3083.T,2021-02-28,2718160000.0,960003000.0,1543261000.0,0.6220613363520493,-0.36172074462267306
3083.T,2022-02-28,4163566000.0,1108348000.0,2045042000.0,0.5419683312127574,0.14230819201189518
3083.T,2023-02-28,6305966000.0,851427000.0,2428255000.0,0.35063327368830705,-0.3551472997685063
3085.T,2019-12-31,33327000000.0,19872000000.0,29064000000.0,0.6837324525185797,0.12811996779388085
3085.T,2020-12-31,38634000000.0,20872000000.0,32723000000.0,0.6378388289582251,0.11335760827903411
3085.T,2021-12-31,44207000000.0,22653000000.0,33486000000.0,0.676491668159828,0.11552553745640753
3085.T,2022-12-31,47163000000.0,24478000000.0,35465000000.0,0.6902016072183843,0.12259988561156958
3086.T,2020-02-29,480621000000.0,387188000000.0,1240308000000.0,0.3121708478861702,0.05488548198807814
3086.T,2021-02-28,319079000000.0,352171000000.0,1263722000000.0,0.27867758890009037,-0.074375800392423
3086.T,2022-02-28,331484000000.0,350368000000.0,1192907000000.0,0.2937094006490028,0.012332747282856882
3086.T,2023-02-28,359679000000.0,359385000000.0,1120953000000.0,0.320606662366754,0.039614897672412594
3087.T,2020-02-29,131193000000.0,105947000000.0,131042000000.0,0.8084965125684895,0.05717953316280782
3087.T,2021-02-28,96141000000.0,93780000000.0,115246000000.0,0.8137375700675078,-0.11707187033482619
3087.T,2022-02-28,109363000000.0,93856000000.0,118227000000.0,0.793862654046876,0.01300929082850324
3087.T,2023-02-28,126864000000.0,96013000000.0,121036000000.0,0.7932598565715986,0.03571391374084759
3088.T,2020-03-31,590593000000.0,229303000000.0,351809000000.0,0.6517826434229937,0.1141546338251135
3088.T,2021-03-31,556907000000.0,246460000000.0,368924000000.0,0.6680508722663746,0.08751115799724093
3088.T,2022-03-31,729969000000.0,464316000000.0,656735000000.0,0.7070066312896374,0.07449237157453113
3088.T,2023-03-31,951247000000.0,482470000000.0,688132000000.0,0.7011300157527917,0.08403631313864074
3089.T,2019-11-30,3422530000.0,1501341000.0,2230224000.0,0.6731794653810559,0.1496089162954985
3089.T,2020-11-30,2329608000.0,1438158000.0,2167309000.0,0.6635685082284067,-0.0037791397050949897
3089.T,2021-11-30,3148087000.0,1521397000.0,2588018000.0,0.5878618309455343,0.07453018508646987
3089.T,2022-11-30,4268414000.0,1687714000.0,2771195000.0,0.6090202962981675,0.13582040559004666
3091.T,2019-12-31,22324319000.0,17976419000.0,21041873000.0,0.8543164859896265,0.08592573415205776
3091.T,2020-12-31,17272890000.0,17226073000.0,24495195000.0,0.7032429421362026,-0.03414260464355399
3091.T,2021-12-31,15773728000.0,17962699000.0,26871147000.0,0.6684753352731836,0.05317641853264924
3091.T,2022-12-31,19508034000.0,17875222000.0,21477800000.0,0.8322650364562478,0.03844080929456429
3092.T,2020-03-31,125502000000.0,34533000000.0,94186000000.0,0.36664684772683837,0.5445226305273216
3092.T,2021-03-31,147370000000.0,55436000000.0,125656000000.0,0.44117272553638504,0.5579767660004329
3092.T,2022-03-31,166199000000.0,54953000000.0,127276000000.0,0.43176246896508375,0.6276636398376795
3092.T,2023-03-31,183423000000.0,76574000000.0,155742000000.0,0.49167212441088465,0.5161804267767127
3093.T,2020-02-29,19123825000.0,4613583000.0,9379103000.0,0.4919002382210751,0.11182805208012948
3093.T,2021-02-28,18737147000.0,4284144000.0,10417555000.0,0.4112427532180056,-0.031503609589220154
3093.T,2022-02-28,23310590000.0,4882600000.0,11809650000.0,0.41344154991892224,0.14407692622782944
3093.T,2023-02-28,28212943000.0,6802191000.0,14659150000.0,0.4640235620755637,0.25146956326277814
3094.T,2020-02-29,77000134000.0,2643201000.0,26681326000.0,0.09906557867476301,-0.8720384866682481
3094.T,2021-02-28,80079752000.0,3237271000.0,26863337000.0,0.1205088928452932,0.19329151004040132
3094.T,2022-02-28,72419907000.0,2344469000.0,16363273000.0,0.14327628708510823,-0.35379695786124704
3094.T,2023-02-28,68171878000.0,6665681000.0,19788455000.0,0.33684696455584834,-0.29064997259844866
3096.T,2020-03-31,61999900000.0,7607651000.0,18864917000.0,0.40326978380026796,0.10983048512609214
3096.T,2021-03-31,66906328000.0,8134401000.0,19217558000.0,0.42327963833906473,0.10550389635327789
3096.T,2022-03-31,72700277000.0,8852604000.0,21377718000.0,0.41410425565535103,0.0902056615206102
3096.T,2023-03-31,77710590000.0,9073411000.0,22016630000.0,0.4121162503071542,0.03947644386438573
3097.T,2020-06-30,57960592000.0,17493119000.0,38422287000.0,0.45528573038871945,0.026111124036828425
3097.T,2021-06-30,64018515000.0,19961528000.0,47752662000.0,0.41801916718276355,0.1366364338441426
3097.T,2022-06-30,73277762000.0,22960289000.0,46196671000.0,0.49701176519840573,0.1623501341816734
3099.T,2020-03-31,1119191000000.0,544201000000.0,1223800000000.0,0.44468132047720216,-0.020556742821126753
3099.T,2021-03-31,816009000000.0,503381000000.0,1198303000000.0,0.42007822729309696,-0.08160419245064872
3099.T,2022-03-31,418338000000.0,512910000000.0,1168574000000.0,0.4389195720596214,0.024054902419527794
3099.T,2023-03-31,487407000000.0,547005000000.0,1217308000000.0,0.44935628452289805,0.059189586932477764
3101.T,2020-03-31,339607000000.0,177890000000.0,488874000000.0,0.3638769907992653,0.07742987239305188
3101.T,2021-03-31,337406000000.0,185729000000.0,491188000000.0,0.37812202252498023,0.022624361300604644
3101.T,2022-03-31,375720000000.0,194876000000.0,517774000000.0,0.3763727031484779,0.06601633859479875
3101.T,2023-03-31,399921000000.0,189589000000.0,588906000000.0,0.321934230590281,-0.0034548417893443184
3103.T,2020-03-31,119537000000.0,35481000000.0,193726000000.0,0.18315042895636105,-0.06082128463121107
3103.T,2021-03-31,110375000000.0,39475000000.0,190403000000.0,0.2073234140218379,0.09788473717542749
3103.T,2022-03-31,114713000000.0,41295000000.0,191399000000.0,0.21575347833583247,0.05383218307301126
3103.T,2023-03-31,117942000000.0,42109000000.0,190003000000.0,0.22162281648184504,0.0024222850222042794
3104.T,2020-03-31,38701000000.0,33841000000.0,52194000000.0,0.6483695443920757,0.06704884607428858
3104.T,2021-03-31,36932000000.0,37282000000.0,55789000000.0,0.668267938124003,0.11573949895391879
3104.T,2022-03-31,35916000000.0,40496000000.0,58531000000.0,0.6918726828518221,0.11001086527064402
3104.T,2023-03-31,37669000000.0,42919000000.0,61368000000.0,0.6993710076913049,0.07919569421468348
3105.T,2019-12-31,509660000000.0,238269000000.0,617527000000.0,0.38584385783941433,-0.027716572445429327
3105.T,2020-12-31,457051000000.0,229021000000.0,581204000000.0,0.39404580835644626,0.059121215958361895
3105.T,2021-12-31,510643000000.0,259183000000.0,604799000000.0,0.4285440286772961,0.09574702044501375
3105.T,2022-12-31,516085000000.0,263818000000.0,616273000000.0,0.42808625398159583,0.07482431069904252
3106.T,2020-03-31,142926000000.0,88978000000.0,165539000000.0,0.5375047571871281,0.0419317134572591
3106.T,2021-03-31,122184000000.0,93404000000.0,170431000000.0,0.5480458367315805,0.02364995075157381
3106.T,2022-03-31,132215000000.0,96016000000.0,167283000000.0,0.5739734461959674,0.05834444259290118
3106.T,2023-03-31,153522000000.0,101334000000.0,174084000000.0,0.5820982973736817,0.05443385240886573
3107.T,2020-03-31,944053000000.0,103848000000.0,328813000000.0,0.31582692898395137,0.20393267082659272
3107.T,2021-03-31,1043534000000.0,128285000000.0,383757000000.0,0.33428706186466955,0.20045211833028023
3107.T,2022-03-31,763838000000.0,135254000000.0,356203000000.0,0.3797104460097192,0.125600721605276
3109.T,2020-03-31,38037000000.0,31306000000.0,85128000000.0,0.3677520909688939,0.03069699099214208
3109.T,2021-03-31,33519000000.0,30960000000.0,82679000000.0,0.37446026197704374,0.00029069767441860465
3109.T,2022-03-31,35670000000.0,31806000000.0,81596000000.0,0.38979851953527134,0.001540589825819028
3109.T,2023-03-31,37893000000.0,33338000000.0,82043000000.0,0.4063478907402216,0.04703341532185494
3110.T,2020-03-31,85722000000.0,93653000000.0,172824000000.0,0.5418981160024071,0.06162109062176332
3110.T,2021-03-31,78727000000.0,99131000000.0,184652000000.0,0.5368531074670191,0.08171006042509407
3110.T,2022-03-31,84051000000.0,105820000000.0,187289000000.0,0.5650091569713117,0.06160461160461161
3110.T,2023-03-31,87529000000.0,103792000000.0,185585000000.0,0.5592693375003368,0.026707260675196548
3111.T,2020-03-31,9026000000.0,2794000000.0,26315000000.0,0.10617518525555766,-0.8471725125268432
3111.T,2021-03-31,6788000000.0,4192000000.0,23330000000.0,0.17968281183026147,0.2480916030534351
3111.T,2022-03-31,3980000000.0,3801000000.0,22384000000.0,0.16980879199428162,-0.09865824782951854
3111.T,2023-03-31,3122000000.0,2556000000.0,19718000000.0,0.12962775129323462,-0.43583724569640064
3113.T,2020-03-31,4064317000.0,5427903000.0,8891388000.0,0.6104674545751462,-0.33068332282282864
3113.T,2021-03-31,5531707000.0,4768461000.0,7752638000.0,0.615075926413693,-0.19947526046663694
3113.T,2022-03-31,2611996000.0,4036465000.0,7361417000.0,0.5483271766835108,-0.4121440418782276
3113.T,2023-03-31,2047777000.0,4237364000.0,7560778000.0,0.5604402086663568,-0.16227187468435564
3116.T,2020-03-31,1372616000000.0,291051000000.0,780714000000.0,0.372801051345307,0.0851603327251925
3116.T,2021-03-31,1272140000000.0,334935000000.0,845778000000.0,0.39600817235728525,0.09311657485780823
3116.T,2022-03-31,1421451000000.0,386162000000.0,964740000000.0,0.4002757219561747,0.10166717595206157
3116.T,2023-03-31,1604036000000.0,400741000000.0,1007392000000.0,0.3978004590070201,0.03662964358525831
3121.T,2020-03-31,2448693000.0,3529421000.0,10858545000.0,0.32503627327602364,0.02366592140750565
3121.T,2021-03-31,1635788000.0,3457832000.0,10517645000.0,0.32876485182757165,-0.012749896466919156
3121.T,2022-03-31,2720178000.0,4127291000.0,10847622000.0,0.3804788736185682,0.01713836024646675
3121.T,2023-03-31,4352285000.0,3931844000.0,10181577000.0,0.38617239745866483,-0.016814756638361034
3123.T,2020-03-31,7601074000.0,13567765000.0,27351496000.0,0.49605202581972113,-0.004804770719422101
3123.T,2021-03-31,6729224000.0,14514732000.0,39133246000.0,0.3709053933323088,0.0404942371653848
3123.T,2022-03-31,8958273000.0,15329611000.0,42895753000.0,0.35736896843843724,0.03258967236676782
3123.T,2023-03-31,10182253000.0,15965723000.0,41847966000.0,0.38151730002839324,0.04592394594344396
3131.T,2020-03-31,44277596000.0,5330416000.0,18193552000.0,0.29298379997484825,0.03478208830230136
3131.T,2021-03-31,49084536000.0,5765009000.0,20402681000.0,0.28256134573686664,0.08628919746699441
3131.T,2022-03-31,43458893000.0,6381746000.0,20888336000.0,0.3055172034766197,0.11723594138657352
3131.T,2023-03-31,41924471000.0,6932796000.0,16856890000.0,0.41127372842796034,0.1294571483136097
3132.T,2020-03-31,521193000000.0,132097000000.0,263247000000.0,0.5017986909632398,0.04264290634912224
3132.T,2021-03-31,553962000000.0,142182000000.0,269590000000.0,0.5274008679847175,0.0764864750812339
3132.T,2022-03-31,761823000000.0,170131000000.0,362584000000.0,0.4692181673763873,0.1516360921877847
3132.T,2023-03-31,1029263000000.0,199792000000.0,517620000000.0,0.3859819945133496,0.2053635781212461
3133.T,2020-03-31,3977825000.0,-314792000.0,1255930000.0,-0.25064454229136973,2.2097257871864597
3133.T,2021-03-31,861147000.0,-646464000.0,724330000.0,-0.8924992751922466,1.6495860558360558
3133.T,2022-03-31,776660000.0,449783000.0,2124365000.0,0.21172585690312165,-1.0088264785463212
3133.T,2023-03-31,2087481000.0,290652000.0,2660257000.0,0.1092571131285436,-3.9059631449293315
3134.T,2020-04-30,11325289000.0,4824366000.0,8096525000.0,0.5958563704799281,0.22167099262369397
3134.T,2021-04-30,12363466000.0,6528051000.0,8338753000.0,0.7828569811337499,0.2384060725015782
3134.T,2022-04-30,13413481000.0,8252915000.0,10518193000.0,0.7846323983596802,0.211297583944582
3135.T,2020-06-30,10904257000.0,1441441000.0,4023229000.0,0.3582796306151104,0.20235930572253738
3135.T,2021-06-30,10875993000.0,1438663000.0,3461901000.0,0.41557023149997646,-0.027885613239514745
3135.T,2022-06-30,11986761000.0,1051056000.0,3531382000.0,0.2976330513096572,-0.3845513464553744
3137.T,2020-03-31,3348269000.0,3096678000.0,8713303000.0,0.35539657004926833,0.11153080817572895
3137.T,2021-03-31,3062696000.0,2613052000.0,7732592000.0,0.3379270495585439,-0.14338137932195763
3137.T,2022-03-31,3123619000.0,643172000.0,5462628000.0,0.11774039894351217,-3.0300090799972637
3137.T,2023-03-31,2810524000.0,349657000.0,4935839000.0,0.07084043867719349,-0.8130482158229351
3138.T,2019-12-31,4432250000.0,1294514000.0,4366479000.0,0.2964663290491034,0.13327704451245795
3138.T,2020-12-31,5144038000.0,1504610000.0,4978987000.0,0.30219199206585595,0.14265424262765766
3138.T,2021-12-31,5930781000.0,1844488000.0,5458078000.0,0.33793727389018624,0.18805001713212555
3138.T,2022-12-31,5968157000.0,2070388000.0,5652411000.0,0.36628405117745333,0.1391570082515934
3139.T,2019-11-30,116794379000.0,15964220000.0,48134906000.0,0.33165578426599607,0.12296485515734562
3139.T,2020-11-30,110837536000.0,17592041000.0,43369769000.0,0.40562911460284695,0.11722232798343296
3139.T,2021-11-30,110883524000.0,19578780000.0,52899714000.0,0.3701112637395355,0.10006374248037926
3139.T,2022-11-30,147423378000.0,22481350000.0,73456705000.0,0.30604898490886573,0.10171960313771193
3140.T,2020-06-30,15273000000.0,4301000000.0,9907000000.0,0.4341374785505198,0.04394326900720762
3140.T,2021-06-30,16788000000.0,4728000000.0,8527000000.0,0.554474023689457,0.10194585448392555
3140.T,2022-06-30,17302000000.0,5183000000.0,8889000000.0,0.5830802114973563,0.09434690333783523
3141.T,2020-02-29,868280000000.0,161923000000.0,390006000000.0,0.4151807920903781,0.1408200193919332
3141.T,2021-02-28,949652000000.0,179719000000.0,435685000000.0,0.412497561311498,0.1557932105119659
3141.T,2022-02-28,1025947000000.0,201784000000.0,463048000000.0,0.43577339714241287,0.1310956270070967
3141.T,2023-02-28,1144278000000.0,225911000000.0,537362000000.0,0.4204074720579423,0.11964888827901253
3143.T,2020-03-31,32685227000.0,2965659000.0,9497242000.0,0.3122652871223035,0.1593615449382414
3143.T,2021-03-31,29527372000.0,3254149000.0,10093705000.0,0.3223939078861528,0.10670623871248673
3143.T,2022-03-31,28312984000.0,3681209000.0,10521483000.0,0.349875488084712,0.15633206373232272
3148.T,2020-05-31,319588000000.0,86777000000.0,153423000000.0,0.5656061998526949,0.14121253327494612
3148.T,2021-05-31,338476000000.0,96638000000.0,163824000000.0,0.5898891493309893,0.12806556427078375
3148.T,2022-05-31,350744000000.0,106323000000.0,176910000000.0,0.6010005087332542,0.11845978762826481
3150.T,2020-03-31,15489683000.0,5133428000.0,8638395000.0,0.5942571507785879,0.2890022028165195
3150.T,2021-03-31,19311987000.0,6016975000.0,12919179000.0,0.4657397346998598,0.1862503999102539
3150.T,2022-03-31,23252073000.0,7968011000.0,13617441000.0,0.5851327720090728,0.2709472916139298
3150.T,2023-03-31,31392100000.0,10008945000.0,17217961000.0,0.5813083790815882,0.24630498019521538
3151.T,2020-03-31,562529000000.0,96343000000.0,307705000000.0,0.31310183454932483,0.04818201633746095
3151.T,2021-03-31,537058000000.0,102943000000.0,311401000000.0,0.33058018439247144,0.011375227067406235
3151.T,2022-03-31,577249000000.0,98960000000.0,313033000000.0,0.31613280388968573,0.04820129345189976
3151.T,2023-03-31,579772000000.0,98985000000.0,297316000000.0,0.33292860121890516,0.048805374551699754
3153.T,2020-03-31,70190000000.0,20540000000.0,57045000000.0,0.3600666140766062,0.06786757546251217
3153.T,2021-03-31,59194000000.0,21749000000.0,53308000000.0,0.4079875440834396,0.07223320612441951
3153.T,2022-03-31,60037000000.0,22843000000.0,50934000000.0,0.4484823497074646,0.06684761195990019
3153.T,2023-03-31,60269000000.0,24201000000.0,58738000000.0,0.41201607136776874,0.07917028221974298
3154.T,2020-06-30,210388116000.0,13873182000.0,69970969000.0,0.19827054274466316,0.06857525548212372
3154.T,2021-06-30,246787302000.0,15843152000.0,84437162000.0,0.18763245500837653,0.13040309150603366
3154.T,2022-06-30,221694333000.0,17307763000.0,92953841000.0,0.18619739446807798,0.10792359474762857
3156.T,2020-03-31,379548000000.0,70382000000.0,197053000000.0,0.3571729433198175,0.08129919581711233
3156.T,2021-03-31,323815000000.0,73409000000.0,190385000000.0,0.3855818473093994,0.0552248361917476
3156.T,2022-03-31,399590000000.0,77650000000.0,241958000000.0,0.3209234660560924,0.07671603348358016
3156.T,2023-03-31,487129000000.0,80884000000.0,269427000000.0,0.30020747735007997,0.08759457989219128
3157.T,2020-03-31,162398000000.0,14615000000.0,67121000000.0,0.21774109444138198,0.08751282928498118
3157.T,2021-03-31,148649000000.0,16181000000.0,66394000000.0,0.24371178118504686,0.08615042333601138
3157.T,2022-03-31,172627000000.0,18165000000.0,75832000000.0,0.23954267327777193,0.1262317643820534
3157.T,2023-03-31,182768000000.0,20599000000.0,78446000000.0,0.2625882772862861,0.14457012476333803
3159.T,2020-01-31,176258000000.0,38588000000.0,132338000000.0,0.2915866946757545,0.053825023323312945
3159.T,2021-01-31,171621000000.0,40312000000.0,134440000000.0,0.29985123475156206,0.05187041079579282
3159.T,2022-01-31,174355000000.0,42687000000.0,128357000000.0,0.33256464392280904,0.05085857521025137
3159.T,2023-01-31,162799000000.0,44897000000.0,128770000000.0,0.3486604022676089,0.03949038911285832
3160.T,2020-05-31,60659503000.0,4766926000.0,16565162000.0,0.28776814860005595,0.04589792247666526
3160.T,2021-05-31,54133480000.0,4348720000.0,16185229000.0,0.2686844900371814,-0.10155540020971689
3160.T,2022-05-31,55692613000.0,4247609000.0,17918058000.0,0.23705744227415718,0.004070289897210407
3161.T,2020-04-30,9941816000.0,5608361000.0,7758677000.0,0.7228501714918665,0.056388310238945034
3161.T,2021-04-30,10205983000.0,6138020000.0,8644890000.0,0.7100171315077461,0.10120690385498907
3161.T,2022-04-30,9545291000.0,6273041000.0,8651975000.0,0.7250415078638115,0.042425675202824274
3166.T,2020-03-31,104219000000.0,15350000000.0,52666000000.0,0.29145938556184253,0.09289902280130294
3166.T,2021-03-31,101842000000.0,17110000000.0,56905000000.0,0.30067656620683597,0.10479251899473992
3166.T,2022-03-31,111875000000.0,19774000000.0,62834000000.0,0.31470223127606073,0.17452209972691413
3166.T,2023-03-31,115613000000.0,21529000000.0,64531000000.0,0.33362259999070215,0.11537925588740769
3167.T,2020-03-31,195952000000.0,64595000000.0,169972000000.0,0.38003318193584823,0.12757953401966096
3167.T,2021-03-31,196726000000.0,74509000000.0,178974000000.0,0.41631186652809904,0.11830785542686119
3167.T,2022-03-31,210691000000.0,77243000000.0,184473000000.0,0.4187225230792582,0.11611408153489637
3167.T,2023-03-31,230190000000.0,80219000000.0,193339000000.0,0.41491370080532125,0.0805918797292412
3168.T,2019-08-31,50670151000.0,7340185000.0,17832346000.0,0.41162194811608077,-0.03141828169181022
3168.T,2020-08-31,42752780000.0,7546493000.0,16735915000.0,0.45091606882563634,0.050129510489176896
3168.T,2021-08-31,62058249000.0,8681268000.0,23640539000.0,0.36721954605180535,0.15594046860435595
3168.T,2022-08-31,89102685000.0,9218634000.0,25725203000.0,0.3583502917353072,0.05934501792781881
3169.T,2020-01-31,11174999000.0,1709153000.0,4416035000.0,0.38703339081325216,0.298557238585428
3169.T,2021-01-31,10924099000.0,2269028000.0,4340936000.0,0.5227047807201027,0.2724924505118491
3169.T,2022-01-31,11626042000.0,2904894000.0,4552178000.0,0.6381327795178484,0.23840147007085286
3169.T,2023-01-31,12198492000.0,3121652000.0,4523311000.0,0.6901254412973151,0.10924952557171651
3172.T,2019-07-31,9286417000.0,4596181000.0,6229022000.0,0.7378655910992127,0.05267329550337552
3172.T,2020-07-31,10577869000.0,4930222000.0,7756599000.0,0.6356164602553258,0.08536816394880392
3172.T,2021-07-31,11719000000.0,5459000000.0,8307000000.0,0.6571566149030937,0.12896134823227698
3172.T,2022-07-31,12737000000.0,5789000000.0,8274000000.0,0.6996615905245347,0.09777163586111591
3173.T,2020-03-31,23318797000.0,5519256000.0,15489390000.0,0.3563249424283332,0.06453007434335352
3173.T,2021-03-31,20994612000.0,5743787000.0,18144286000.0,0.31656175393178876,0.05138090949403242
3173.T,2022-03-31,26929002000.0,6651575000.0,18656962000.0,0.3565197270595288,0.1336316586673081
3173.T,2023-03-31,28853000000.0,7273000000.0,18553000000.0,0.39201207351910744,0.10202117420596728
3174.T,2019-08-31,20760050000.0,2576063000.0,10719248000.0,0.2403212426841883,0.10450870184463656
3174.T,2020-08-31,17569283000.0,2340862000.0,10419666000.0,0.2246580648554378,-0.08078562512441997
3174.T,2021-08-31,18311710000.0,2174741000.0,10130786000.0,0.21466656190348904,-0.05722336590885995
3174.T,2022-08-31,13608915000.0,2214841000.0,9258813000.0,0.2392143571751584,0.0405744701312645
3175.T,2020-03-31,23072412000.0,1469271000.0,10063678000.0,0.145997417643927,0.07993283744115279
3175.T,2021-03-31,8941797000.0,449278000.0,10011209000.0,0.04487749681382139,-7.894310426951687
3175.T,2022-03-31,7997883000.0,465767000.0,9684341000.0,0.04809485746113236,0.06744788703364558
