ticker,ticker_name,market_product_category,type_33,type_17,dividendRate,dividendYield,fiveYearAvgDividendYield,payoutRatio,MarketCap,totalRevenue,ROE
1301.T,極洋,プライム（内国株式）,水産・農林業,食品 ,90.0,0.0249,2.4,0.16690001,38794092544.0,272166993920.0,0.12876001
1332.T,ニッスイ,プライム（内国株式）,水産・農林業,食品 ,20.0,0.0311,1.87,0.26389998,200434040832.0,768181010432.0,0.10265
1333.T,マルハニチロ,プライム（内国株式）,水産・農林業,食品 ,135.0,0.0553,1.72,0.17870001,123175624704.0,1020456009728.0,0.1223
1375.T,雪国まいたけ,プライム（内国株式）,水産・農林業,食品 ,2.0,0.0021,,0.6752,37330862080.0,31015999488.0,0.113129996
1376.T,カネコ種苗,スタンダード（内国株式）,水産・農林業,食品 ,36.0,0.0256,1.9,0.2226,16056880128.0,62705999872.0,0.0684
1377.T,サカタのタネ,プライム（内国株式）,水産・農林業,食品 ,60.0,0.0145000005,0.97,0.1735,182712942592.0,77800996864.0,0.09691
1379.T,ホクト,プライム（内国株式）,水産・農林業,食品 ,40.0,0.0218,3.0,,58064805888.0,72979996672.0,-0.038629998
1380.T,秋川牧園,スタンダード（内国株式）,水産・農林業,食品 ,20.0,0.019299999,0.69,0.2672,4319208448.0,7070000128.0,0.0748
1381.T,アクシーズ,スタンダード（内国株式）,水産・農林業,食品 ,190.0,0.0631,3.35,0.41759998,16959535104.0,22905999360.0,0.06785
1382.T,ホーブ,スタンダード（内国株式）,水産・農林業,食品 ,100.0,0.055999998,,0.2727,1371133824.0,2536000000.0,0.19093001
1383.T,ベルグアース,スタンダード（内国株式）,水産・農林業,食品 ,20.0,0.0064,0.42,0.100600004,4897425920.0,7040999936.0,0.08585
1384.T,ホクリヨウ,スタンダード（内国株式）,水産・農林業,食品 ,40.0,0.0454,1.92,0.22690001,7477685248.0,14679000064.0,0.11241999
1400.T,ルーデン・ホールディングス,グロース（内国株式）,建設業,建設・資材 ,,,,0.0,1521982848.0,2560000000.0,0.03137
1401.T,エムビーエス,グロース（内国株式）,建設業,建設・資材 ,11.0,0.022,,0.1082,7590811136.0,4108000000.0,0.1196
1407.T,ウエストホールディングス,スタンダード（内国株式）,建設業,建設・資材 ,110.0,0.0428,2.23,0.6174,106256334848.0,47398998016.0,0.141
1414.T,ショーボンドホールディングス,プライム（内国株式）,建設業,建設・資材 ,136.0,0.024500001,1.84,0.5111,296037548032.0,80158998528.0,0.13354
1417.T,ミライト・ワン,プライム（内国株式）,建設業,建設・資材 ,70.0,0.039300002,2.7,0.3968,172034768896.0,483986997248.0,0.06038
1418.T,インターライフホールディングス,スタンダード（内国株式）,建設業,建設・資材 ,10.0,0.048800003,2.36,0.4413,3294599168.0,11459999744.0,0.04974
1419.T,タマホーム,プライム（内国株式）,建設業,建設・資材 ,295.0,0.089700006,3.89,0.4338,96241491968.0,247132995584.0,0.28674
1420.T,サンヨーホームズ,スタンダード（内国株式）,建設業,建設・資材 ,50.0,0.0686,3.62,,8001297408.0,40969998336.0,-0.01657
1429.T,日本アクア,プライム（内国株式）,建設業,建設・資材 ,60.0,0.069,2.49,0.46,27492638720.0,26340999168.0,0.21773
1430.T,ファーストコーポレーション,プライム（内国株式）,建設業,建設・資材 ,70.0,0.0883,4.56,0.26520002,9567124480.0,26089000960.0,0.19913
1431.T,Ｌｉｂ　Ｗｏｒｋ,グロース（内国株式）,建設業,建設・資材 ,6.4,0.0082,,0.4038,17526775808.0,14423000064.0,0.11111
1432.T,動力,PRO Market,建設業,建設・資材 ,,,,,,,
1433.T,ベステラ,プライム（内国株式）,建設業,建設・資材 ,20.0,0.0168,1.38,,10119490560.0,5313999872.0,-0.04551
1434.T,ＪＥＳＣＯホールディングス,スタンダード（内国株式）,建設業,建設・資材 ,31.0,0.0575,3.07,0.1095,3661491456.0,11729999872.0,0.19386
1435.T,Ｒｏｂｏｔ　Ｈｏｍｅ,プライム（内国株式）,建設業,建設・資材 ,2.0,0.0105,,0.2002,16898229248.0,6410999808.0,0.114709996
1436.T,フィット,グロース（内国株式）,建設業,建設・資材 ,24.0,0.0272,2.0,0.20639999,3525592832.0,8853000192.0,0.069180004
1438.T,岐阜造園,スタンダード（内国株式）,建設業,建設・資材 ,20.0,0.0147,,0.2872,4691278848.0,4791000064.0,0.06731
1439.T,安江工務店,スタンダード（内国株式）,建設業,建設・資材 ,60.0,0.054899998,4.0,0.28959998,1451753600.0,7107999744.0,0.09149
1440.T,やまぜんホームズ,PRO Market,建設業,建設・資材 ,,,,,,,
1443.T,技研ホールディングス,スタンダード（内国株式）,建設業,建設・資材 ,2.0,0.0088,0.43,0.0493,3718043904.0,5480000000.0,0.03388
1444.T,ニッソウ,グロース（内国株式）,建設業,建設・資材 ,,,,0.0,2927607808.0,3980000000.0,0.09877
1445.T,ひかりホールディングス,PRO Market,建設業,建設・資材 ,,,,0.0,18326022144.0,3503000064.0,-0.09811
1446.T,キャンディル,スタンダード（内国株式）,建設業,建設・資材 ,6.0,0.0101,,0.2455,5416041984.0,11776000000.0,0.086389996
1447.T,ＩＴｂｏｏｋホールディングス,グロース（内国株式）,建設業,建設・資材 ,,,,0.0,9001870336.0,30512001024.0,0.03076
1450.T,田中建設工業,スタンダード（内国株式）,建設業,建設・資材 ,153.0,0.0646,,0.2289,10321245184.0,11246000128.0,0.18636
1451.T,ＫＨＣ,スタンダード（内国株式）,建設業,建設・資材 ,40.0,0.0589,,0.3679,2683003392.0,11047000064.0,0.05896
1452.T,横浜ライト工業,PRO Market,建設業,建設・資材 ,,,,,925499968.0,,
1491.T,中外鉱業,スタンダード（内国株式）,非鉄金属,鉄鋼・非鉄 ,1.0,0.033299997,,0.5076,8934665216.0,84821999616.0,0.05588
1514.T,住石ホールディングス,スタンダード（内国株式）,鉱業,エネルギー資源 ,7.5,0.0207,2.33,0.12640001,18438424576.0,39893000192.0,0.19447
1515.T,日鉄鉱業,プライム（内国株式）,鉱業,エネルギー資源 ,100.0,0.0218,2.86,0.3019,75031519232.0,164019994624.0,0.08288
1518.T,三井松島ホールディングス,プライム（内国株式）,鉱業,エネルギー資源 ,80.0,0.0293,4.13,0.0452,35368849408.0,80014999552.0,0.49842
1605.T,ＩＮＰＥＸ,プライム（内国株式）,鉱業,エネルギー資源 ,64.0,0.04,3.49,0.1681,2112603815936.0,2417744936960.0,0.12864
1662.T,石油資源開発,プライム（内国株式）,鉱業,エネルギー資源 ,200.0,0.045900002,2.66,0.2992,239951380480.0,336492003328.0,0.15811
1663.T,Ｋ＆Ｏエナジーグループ,プライム（内国株式）,鉱業,エネルギー資源 ,34.0,0.015,1.81,0.1672,59449212928.0,107312996352.0,0.06786
1711.T,ＳＤＳホールディングス,スタンダード（内国株式）,建設業,建設・資材 ,,,,0.0,2392762624.0,3444999936.0,-0.38978
1712.T,ダイセキ環境ソリューション,プライム（内国株式）,建設業,建設・資材 ,10.0,0.0074,0.78,0.2321,23138549760.0,19696001024.0,0.088879995
1716.T,第一カッター興業,プライム（内国株式）,建設業,建設・資材 ,57.0,0.041199997,1.4,0.1884,15876945920.0,21831000064.0,0.109680004
1717.T,明豊ファシリティワークス,スタンダード（内国株式）,サービス業,情報通信・サービスその他 ,63.5,0.0817,3.05,0.5607,8819379200.0,4760999936.0,0.14619
1718.T,美樹工業,スタンダード（内国株式）,建設業,建設・資材 ,160.0,0.0352,2.56,0.125,5017696256.0,33781999616.0,0.058229998
1719.T,安藤・間,プライム（内国株式）,建設業,建設・資材 ,60.0,0.0563,4.03,0.42540002,166798098432.0,372146012160.0,0.107259996
1720.T,東急建設,プライム（内国株式）,建設業,建設・資材 ,36.0,0.0493,3.98,0.72010005,77377150976.0,288866992128.0,0.057529997
1721.T,コムシスホールディングス,プライム（内国株式）,建設業,建設・資材 ,110.0,0.0401,2.81,0.6301,333528629248.0,563295027200.0,0.05683
1723.T,日本電技,スタンダード（内国株式）,建設業,建設・資材 ,160.0,0.038,3.15,0.3843,33683732480.0,34307999744.0,0.105670005
1724.T,シンクレイヤ,スタンダード（内国株式）,建設業,建設・資材 ,17.0,0.0255,1.57,0.5996,3083019776.0,9658000384.0,0.02478
1726.T,ビーアールホールディングス,プライム（内国株式）,建設業,建設・資材 ,12.0,0.0309,2.31,0.535,17573824512.0,36022001664.0,0.07554
1730.T,麻生フオームクリート,スタンダード（内国株式）,建設業,建設・資材 ,20.0,0.0473,,,1484972544.0,3572000000.0,-0.01212
1736.T,オーテック,スタンダード（内国株式）,建設業,建設・資材 ,180.0,0.0744,3.75,0.4138,12905150464.0,26137999360.0,0.07083
1739.T,メルディアＤＣ,グロース（内国株式）,建設業,建設・資材 ,32.0,0.040999997,1.38,0.0708,4729070592.0,5190000128.0,0.09559
1743.T,コーアツ工業,スタンダード（内国株式）,建設業,建設・資材 ,50.0,0.040999997,1.53,0.1727,2847473664.0,9989000192.0,0.040149998
1757.T,創建エース,スタンダード（内国株式）,建設業,建設・資材 ,,,,0.0,10393479168.0,4300000256.0,0.32064
1758.T,太洋基礎工業,スタンダード（内国株式）,建設業,建設・資材 ,70.0,0.0097,2.15,0.1177,5100576768.0,14613000192.0,0.0712
1762.T,高松コンストラクショングループ,プライム（内国株式）,建設業,建設・資材 ,77.0,0.0307,2.74,0.32349998,87882145792.0,282494992384.0,0.06046
1764.T,工藤建設,スタンダード（内国株式）,建設業,建設・資材 ,200.0,0.0844,5.4,0.65400004,2987113472.0,13671446528.0,0.080579996
1766.T,東建コーポレーション,プライム（内国株式）,建設業,建設・資材 ,250.0,0.0336,2.82,0.41869998,98952257536.0,316848996352.0,0.04581
1768.T,ソネック,スタンダード（内国株式）,建設業,建設・資材 ,60.0,0.0618,2.88,0.3182,7093514240.0,18038999040.0,0.082100004
1770.T,藤田エンジニアリング,スタンダード（内国株式）,建設業,建設・資材 ,40.0,0.0404,3.53,0.2169,9055529984.0,27164000256.0,0.079780005
1773.T,ワイ・ティー・エル・コーポレーション・バーハッド,プライム（外国株式）,建設業,建設・資材 ,0.93,0.029000001,,0.5758,358700810240.0,26564812800.0,0.06204
1775.T,富士古河Ｅ＆Ｃ,スタンダード（内国株式）,建設業,建設・資材 ,320.0,0.0842,3.83,0.2974,34038163456.0,88108998656.0,0.12472
1776.T,三井住建道路,スタンダード（内国株式）,建設業,建設・資材 ,80.0,0.0825,3.05,0.37080002,8817175552.0,31914000384.0,0.047849998
1780.T,ヤマウラ,プライム（内国株式）,建設業,建設・資材 ,5.0,0.0044,0.54,0.0535,21596049408.0,31381000192.0,0.09632
1783.T,アジアゲートホールディングス,スタンダード（内国株式）,建設業,建設・資材 ,,,,0.0,9012279296.0,7128000000.0,0.06505
1786.T,オリエンタル白石,プライム（内国株式）,建設業,建設・資材 ,13.5,0.0458,,0.39990002,39614210048.0,61480001536.0,0.09731
1787.T,ナカボーテック,スタンダード（内国株式）,建設業,建設・資材 ,435.0,0.082200006,3.72,0.90569997,13477478400.0,14158000128.0,0.11489
1788.T,三東工業社,スタンダード（内国株式）,建設業,建設・資材 ,105.0,0.0313,1.78,0.1142,2033310592.0,5421708800.0,0.01603
1789.T,ＥＴＳホールディングス,スタンダード（内国株式）,建設業,建設・資材 ,10.0,0.0152,0.84,0.1391,4197131520.0,8129999872.0,0.0861
1793.T,大本組,スタンダード（内国株式）,建設業,建設・資材 ,120.0,0.0168,2.69,1.6147,34083334144.0,81733001216.0,0.03313
1795.T,マサル,スタンダード（内国株式）,建設業,建設・資材 ,190.0,0.053400002,3.92,0.3713,3155896832.0,7251999744.0,0.04192
1798.T,守谷商会,スタンダード（内国株式）,建設業,建設・資材 ,140.0,0.0617,3.35,0.17040001,4982333952.0,38975000576.0,0.07209
1799.T,第一建設工業,スタンダード（内国株式）,建設業,建設・資材 ,100.0,0.0651,2.27,0.3772,30674024448.0,42120425472.0,0.060149997
1801.T,大成建設,プライム（内国株式）,建設業,建設・資材 ,130.0,0.025899999,3.22,0.5389,949386084352.0,1642712006656.0,0.05549
1802.T,大林組,プライム（内国株式）,建設業,建設・資材 ,42.0,0.0343,3.3,0.3877,881845993472.0,1983887966208.0,0.07888
1803.T,清水建設,プライム（内国株式）,建設業,建設・資材 ,27.0,0.03,2.23,0.3168,660950482944.0,1933814005760.0,0.05777
1805.T,飛島建設,プライム（内国株式）,建設業,建設・資材 ,60.0,0.047399998,4.26,0.3778,24546869248.0,125940998144.0,0.06781
1807.T,佐藤渡辺,スタンダード（内国株式）,建設業,建設・資材 ,220.0,0.0836,3.26,0.6817,8020366848.0,34656002048.0,0.0233
1808.T,長谷工コーポレーション,プライム（内国株式）,建設業,建設・資材 ,80.0,0.0454,3.38,0.3702,491204411392.0,1027276996608.0,0.13611001
1810.T,松井建設,プライム（内国株式）,建設業,建設・資材 ,26.0,0.0368,2.34,0.4348,20716691456.0,88663998464.0,0.039100002
1811.T,錢高組,スタンダード（内国株式）,建設業,建設・資材 ,50.0,0.0162,1.27,0.1595,22381092864.0,107634999296.0,0.02925
1812.T,鹿島建設,プライム（内国株式）,建設業,建設・資材 ,70.0,0.0325,3.54,0.307,1039461515264.0,2391579033600.0,0.11323
1813.T,不動テトラ,プライム（内国株式）,建設業,建設・資材 ,120.0,0.0648,3.68,0.42150003,28034502656.0,70466002944.0,0.07077
1814.T,大末建設,プライム（内国株式）,建設業,建設・資材 ,70.0,0.052199997,3.95,0.507,14018493440.0,71834001408.0,0.06266
1815.T,鉄建建設,プライム（内国株式）,建設業,建設・資材 ,80.0,0.0394,3.77,0.51669997,31672377344.0,160742998016.0,0.03655
1820.T,西松建設,プライム（内国株式）,建設業,建設・資材 ,186.0,0.0529,4.98,0.90410006,139732647936.0,339757006848.0,0.06215
1821.T,三井住友建設,プライム（内国株式）,建設業,建設・資材 ,28.0,0.0753,4.9,1.5152,58215391232.0,458622009344.0,-0.29624
1822.T,大豊建設,プライム（内国株式）,建設業,建設・資材 ,155.0,0.0404,3.67,1.4065,67784658944.0,156049997824.0,0.04196
1826.T,佐田建設,スタンダード（内国株式）,建設業,建設・資材 ,16.0,0.0342,3.23,0.3035,7087280128.0,30121000960.0,0.08796
1827.T,ナカノフドー建設,スタンダード（内国株式）,建設業,建設・資材 ,13.0,0.0332,3.23,0.16479999,13334395904.0,114459000832.0,0.0537
1828.T,田辺工業,スタンダード（内国株式）,建設業,建設・資材 ,90.0,0.0735,3.33,0.18290001,13087200256.0,42944000000.0,0.08212
1833.T,奥村組,プライム（内国株式）,建設業,建設・資材 ,296.0,0.073,5.27,0.7286,149979971584.0,249441992704.0,0.0619
1835.T,東鉄工業,プライム（内国株式）,建設業,建設・資材 ,94.0,0.0358,3.07,0.40060002,90125434880.0,124660998144.0,0.07949
1840.T,土屋ホールディングス,スタンダード（内国株式）,建設業,建設・資材 ,12.0,0.0515,3.04,0.38990003,5449433088.0,34752000000.0,0.034140002
1841.T,サンユー建設,スタンダード（内国株式）,建設業,建設・資材 ,25.0,0.0273,2.73,0.64919996,3303143936.0,9224999936.0,0.01069
1844.T,大盛工業,スタンダード（内国株式）,建設業,建設・資材 ,14.0,0.067,2.87,0.2039,3462661120.0,5800000000.0,0.08264
1847.T,イチケン,プライム（内国株式）,建設業,建設・資材 ,100.0,0.0512,5.73,0.42650002,14264740864.0,51420999680.0,0.081590004
1848.T,富士ピー・エス,スタンダード（内国株式）,建設業,建設・資材 ,18.0,0.0404,1.85,1.2931,7986690048.0,26843000832.0,0.01245
1850.T,南海辰村建設,スタンダード（内国株式）,建設業,建設・資材 ,3.0,0.0091,,0.0456,9455485952.0,42401001472.0,0.13981
1852.T,淺沼組,プライム（内国株式）,建設業,建設・資材 ,197.5,0.0598,5.33,0.6113,53619281920.0,144436002816.0,0.100889996
1853.T,森組,スタンダード（内国株式）,建設業,建設・資材 ,14.0,0.0461,4.3,0.8761,9890499584.0,31961999360.0,0.17448
1860.T,戸田建設,プライム（内国株式）,建設業,建設・資材 ,28.0,0.0363,3.42,0.7576,239882731520.0,547154984960.0,0.03489
1861.T,熊谷組,プライム（内国株式）,建設業,建設・資材 ,130.0,0.0424,3.9,0.72370005,135009779712.0,403502006272.0,0.047020003
1866.T,北野建設,スタンダード（内国株式）,建設業,建設・資材 ,200.0,0.0659,4.53,0.33560002,17953507328.0,85276999680.0,0.052750003
1867.T,植木組,スタンダード（内国株式）,建設業,建設・資材 ,110.0,0.078600004,3.56,0.2683,9050031104.0,48936001536.0,0.05483
1870.T,矢作建設工業,プライム（内国株式）,建設業,建設・資材 ,60.0,0.049099997,4.14,0.4102,53202751488.0,111109996544.0,0.07643
1871.T,ピーエス三菱,プライム（内国株式）,建設業,建設・資材 ,34.0,0.044899996,3.79,0.4054,35984646144.0,109326999552.0,0.081149995
1873.T,日本ハウスホールディングス,プライム（内国株式）,建設業,建設・資材 ,12.0,0.0321,4.48,,14639414272.0,40519000064.0,0.0093
1878.T,大東建託,プライム（内国株式）,不動産業,不動産 ,536.0,0.0374,4.34,0.50060004,970005610496.0,1657626034176.0,0.18109
1879.T,新日本建設,プライム（内国株式）,建設業,建設・資材 ,38.0,0.031,2.31,0.1314,71767105536.0,113724997632.0,0.12382
1882.T,東亜道路工業,プライム（内国株式）,建設業,建設・資材 ,90.0,0.0198,3.12,0.2698,43766980608.0,118721003520.0,0.0636
1884.T,日本道路,プライム（内国株式）,建設業,建設・資材 ,300.0,0.0345,2.83,0.2774,77785038848.0,155353006080.0,0.059520002
1885.T,東亜建設工業,プライム（内国株式）,建設業,建設・資材 ,100.0,0.0325,2.71,0.40080002,66594508800.0,213568995328.0,0.05579
1887.T,日本国土開発,プライム（内国株式）,建設業,建設・資材 ,20.0,0.035,,0.32099998,48801853440.0,140055003136.0,0.079569995
1888.T,若築建設,プライム（内国株式）,建設業,建設・資材 ,180.0,0.0612,3.63,0.2343,38255099904.0,84004003840.0,0.13711001
1890.T,東洋建設,プライム（内国株式）,建設業,建設・資材 ,63.0,0.060599998,2.75,0.4155,96934830080.0,168351006720.0,0.08289
1893.T,五洋建設,プライム（内国株式）,建設業,建設・資材 ,24.0,0.0319,3.15,10.0,216463441920.0,502206005248.0,0.00382
1897.T,金下建設,スタンダード（内国株式）,建設業,建設・資材 ,50.0,0.018,1.36,1.4277999,5971787776.0,9166000128.0,0.00457
1898.T,世紀東急工業,プライム（内国株式）,建設業,建設・資材 ,90.0,0.0634,3.95,0.97620004,51938398208.0,92414001152.0,0.02812
1899.T,福田組,プライム（内国株式）,建設業,建設・資材 ,220.0,0.0465,2.67,0.3009,40590422016.0,152981995520.0,0.040359996
1904.T,大成温調,スタンダード（内国株式）,建設業,建設・資材 ,166.0,0.0749,3.99,0.27629998,12892753920.0,46458998784.0,0.058819998
1905.T,テノックス,スタンダード（内国株式）,建設業,建設・資材 ,38.0,0.0355,3.14,0.268,7254252032.0,18317000704.0,0.039330002
1909.T,日本ドライケミカル,スタンダード（内国株式）,機械,機械 ,40.0,0.022,2.27,0.0955,12152942592.0,50224001024.0,0.13222
1911.T,住友林業,プライム（内国株式）,建設業,建設・資材 ,130.0,0.0388,3.09,0.2546,660210253824.0,1692113960960.0,0.19993
1914.T,日本基礎技術,スタンダード（内国株式）,建設業,建設・資材 ,26.0,0.051599998,2.29,0.5387,10066488320.0,23907999744.0,0.025209999
1921.T,巴コーポレーション,スタンダード（内国株式）,建設業,建設・資材 ,12.0,0.024,1.89,0.17459999,19815000064.0,35982000128.0,0.07979
1925.T,大和ハウス工業,プライム（内国株式）,建設業,建設・資材 ,144.0,0.039,3.61,0.2771,2424595808256.0,4908199182336.0,0.14029
1926.T,ライト工業,プライム（内国株式）,建設業,建設・資材 ,64.0,0.0325,2.68,0.32009998,96810000384.0,114973999104.0,0.11321
1928.T,積水ハウス,プライム（内国株式）,建設業,建設・資材 ,118.0,0.041199997,4.02,0.43240002,1895680835584.0,2893444022272.0,0.10677
1929.T,日特建設,プライム（内国株式）,建設業,建設・資材 ,50.0,0.047,4.29,0.473,45000343552.0,72917999616.0,0.114989996
1930.T,北陸電気工事,プライム（内国株式）,建設業,建設・資材 ,36.0,0.0387,2.78,0.6189,26031630336.0,44845998080.0,0.040409997
1934.T,ユアテック,プライム（内国株式）,建設業,建設・資材 ,28.0,0.0324,3.09,0.3054,62215618560.0,227365994496.0,0.04976
1938.T,日本リーテック,プライム（内国株式）,建設業,建設・資材 ,30.0,0.0223,1.74,0.3174,34205767680.0,53745000448.0,0.03806
1939.T,四電工,プライム（内国株式）,建設業,建設・資材 ,100.0,0.0452,3.56,0.3762,34701758464.0,89119997952.0,0.068909995
1941.T,中電工,プライム（内国株式）,建設業,建設・資材 ,104.0,0.0456,4.59,,126791229440.0,189032005632.0,-0.031889997
1942.T,関電工,プライム（内国株式）,建設業,建設・資材 ,36.0,0.0305,2.96,0.3089,241337352192.0,541578985472.0,0.07245
1944.T,きんでん,プライム（内国株式）,建設業,建設・資材 ,40.0,0.020299999,1.98,0.2854,403124977664.0,609132019712.0,0.054759998
1945.T,東京エネシス,プライム（内国株式）,建設業,建設・資材 ,40.0,0.0422,2.8,0.48459998,32676884480.0,79055003648.0,0.03032
1946.T,トーエネック,プライム（内国株式）,建設業,建設・資材 ,140.0,0.0383,3.63,,67395473408.0,232052998144.0,-0.045450002
1948.T,弘電社,スタンダード（内国株式）,建設業,建設・資材 ,440.0,0.0939,4.61,1.2063,8249777152.0,33557000192.0,0.030539999
1949.T,住友電設,プライム（内国株式）,建設業,建設・資材 ,94.0,0.0299,3.16,0.3547,111705300992.0,175120007168.0,0.1043
1950.T,日本電設工業,プライム（内国株式）,建設業,建設・資材 ,42.0,0.0211,1.78,0.2914,124972982272.0,172099993600.0,0.03966
1951.T,エクシオグループ,プライム（内国株式）,建設業,建設・資材 ,120.0,0.042600002,3.2,0.4978,302446313472.0,627607011328.0,0.0748
1952.T,新日本空調,プライム（内国株式）,建設業,建設・資材 ,100.0,0.0431,2.81,0.314,54176940032.0,112233996288.0,0.09993
1959.T,九電工,プライム（内国株式）,建設業,建設・資材 ,110.0,0.0277,2.97,0.2958,282105577472.0,395783012352.0,0.10486
1960.T,サンテック,スタンダード（内国株式）,建設業,建設・資材 ,30.0,0.0437,2.82,1.1201999,11281956864.0,38745001984.0,0.014570001
1961.T,三機工業,プライム（内国株式）,建設業,建設・資材 ,70.0,0.0466,4.39,0.8187,82202435584.0,190864998400.0,0.0513
1963.T,日揮ホールディングス,プライム（内国株式）,建設業,建設・資材 ,40.0,0.0221,1.34,0.3108,433661673472.0,606889967616.0,0.07649
1964.T,中外炉工業,プライム（内国株式）,建設業,建設・資材 ,80.0,0.04,3.49,0.432,14992548864.0,27975999488.0,0.05481
1965.T,テクノ菱和,スタンダード（内国株式）,建設業,建設・資材 ,36.0,0.0368,3.29,0.3351,21510340608.0,61029998592.0,0.0545
1966.T,高田工業所,スタンダード（内国株式）,建設業,建設・資材 ,20.0,0.0201,1.52,0.0881,6309524480.0,57881001984.0,0.112959996
1967.T,ヤマト,スタンダード（内国株式）,建設業,建設・資材 ,54.0,0.0591,2.59,0.3431,23074142208.0,44500000768.0,0.054840002
1968.T,太平電業,プライム（内国株式）,建設業,建設・資材 ,120.0,0.028099999,3.02,0.2149,80195436544.0,125773996032.0,0.12550001
1969.T,高砂熱学工業,プライム（内国株式）,建設業,建設・資材 ,78.0,0.0325,3.19,0.3411,161677197312.0,338831015936.0,0.089540005
1971.T,中央ビルト工業,スタンダード（内国株式）,金属製品,建設・資材 ,,,,0.6891,1232311808.0,7974024192.0,0.05355
1972.T,三晃金属工業,スタンダード（内国株式）,建設業,建設・資材 ,185.0,0.0414,4.91,0.3007,17177856000.0,35485999104.0,0.12156
1973.T,ＮＥＣネッツエスアイ,プライム（内国株式）,情報・通信業,情報通信・サービスその他 ,49.0,0.0257,2.24,0.496,286289592320.0,320801996800.0,0.10484
1975.T,朝日工業社,プライム（内国株式）,建設業,建設・資材 ,80.0,0.033800002,2.68,0.2589,30466875392.0,80170999808.0,0.07112
1976.T,明星工業,プライム（内国株式）,建設業,建設・資材 ,44.0,0.0462,3.71,0.383,47676112896.0,55890001920.0,0.08141
1979.T,大氣社,プライム（内国株式）,建設業,建設・資材 ,154.0,0.0387,2.99,0.5157,132971208704.0,214792994816.0,0.06729
1980.T,ダイダン,プライム（内国株式）,建設業,建設・資材 ,110.0,0.0401,3.22,0.2907,59776442368.0,185961005056.0,0.083050005
1981.T,協和日成,スタンダード（内国株式）,建設業,建設・資材 ,30.0,0.0218,2.3,0.36900002,15366748160.0,37914001408.0,0.0725
1982.T,日比谷総合設備,プライム（内国株式）,建設業,建設・資材 ,86.0,0.0401,4.16,0.42580003,49221959680.0,83978002432.0,0.07363
1992.T,神田通信機,スタンダード（内国株式）,建設業,建設・資材 ,122.0,0.0721,2.9,0.2233,3996680448.0,5977999872.0,0.07439
1994.T,高橋カーテンウォール工業,スタンダード（内国株式）,建設業,建設・資材 ,20.0,0.0417,3.96,2.7322,4024583936.0,7468000256.0,0.0057099997
1997.T,暁飯島工業,スタンダード（内国株式）,建設業,建設・資材 ,90.0,0.0655,2.81,0.2611,2759455744.0,5907537920.0,0.1333
2001.T,ニップン,プライム（内国株式）,食料品,食品 ,40.0,0.0219,2.06,0.34669998,143219867648.0,365525008384.0,0.05573
2002.T,日清製粉グループ本社,プライム（内国株式）,食料品,食品 ,41.0,0.0242,1.95,,511045828608.0,798681006080.0,-0.02105
2003.T,日東富士製粉,スタンダード（内国株式）,食料品,食品 ,202.0,0.0442,3.57,0.402,41795346432.0,69540003840.0,0.091079995
2004.T,昭和産業,プライム（内国株式）,食料品,食品 ,60.0,0.0228,2.11,0.2795,88264261632.0,335052996608.0,0.069910005
2009.T,鳥越製粉,スタンダード（内国株式）,食料品,食品 ,14.0,0.0228,1.82,0.3561,14336353280.0,25162000384.0,0.02833
2053.T,中部飼料,プライム（内国株式）,食料品,食品 ,34.0,0.0317,2.32,1.2143,31763562496.0,243476004864.0,0.0135
2055.T,日和産業,スタンダード（内国株式）,食料品,食品 ,12.0,0.047399998,2.18,,4564198912.0,54658998272.0,0.00901
2060.T,フィード・ワン,プライム（内国株式）,食料品,食品 ,25.0,0.0334,2.93,0.9256,28481982464.0,307911000064.0,0.023120001
2107.T,東洋精糖,スタンダード（内国株式）,食料品,食品 ,35.0,0.02,3.66,0.4156,9394967552.0,15130999808.0,0.04652
2108.T,日本甜菜製糖,プライム（内国株式）,食料品,食品 ,50.0,0.026700001,2.85,0.53419995,24998453248.0,65012998144.0,0.01852
2109.T,ＤＭ三井製糖ホールディングス,プライム（内国株式）,食料品,食品 ,120.0,0.044,3.2,0.48950002,88484552704.0,163309993984.0,0.06236
2112.T,塩水港精糖,スタンダード（内国株式）,食料品,食品 ,10.0,0.047199998,2.39,0.2561,5924815872.0,27950000128.0,0.04652
2114.T,フジ日本精糖,スタンダード（内国株式）,食料品,食品 ,30.0,0.038399998,2.17,0.27290002,21750038528.0,22677000192.0,0.07995
2117.T,ウェルネオシュガー,プライム（内国株式）,食料品,食品 ,92.0,0.0452,3.61,1.4563,70364291072.0,58346999808.0,0.018129999
2120.T,ＬＩＦＵＬＬ,プライム（内国株式）,サービス業,情報通信・サービスその他 ,5.87,0.02,1.24,0.1358,37502533632.0,36857999360.0,0.07358
2121.T,ＭＩＸＩ,プライム（内国株式）,サービス業,情報通信・サービスその他 ,110.0,0.0423,4.79,1.5696001,191846023168.0,146866995200.0,0.03196
2122.T,インタースペース,スタンダード（内国株式）,サービス業,情報通信・サービスその他 ,50.0,0.049099997,1.76,0.2935,6565564416.0,7389000192.0,0.09415
2124.T,ジェイエイシーリクルートメント,プライム（内国株式）,サービス業,情報通信・サービスその他 ,165.0,0.0646,4.06,0.6422,104674033664.0,31709999104.0,0.39459
